name,male_count,female_count
ORLI,0,309
PANYA,0,29
PASHUN,0,6
PEI,0,18
PORSCHA,0,1452
RASHANNA,0,183
RASHEEMA,0,113
RAYGAN,40,871
REKITA,0,82
RONISHA,0,1403
ROSHNI,0,965
SADIGA,0,17
SAKIA,0,263
SAMICA,0,23
SELEMA,0,6
SELETHIA,0,6
SHADAWN,0,104
SHADON,33,44
SHAKETHA,0,91
SHALANDRIA,0,105
SHANITTA,0,37
SHANTAI,0,160
SHANTHI,0,44
SHAQUILA,0,405
SHARNEL,0,31
SHAUNICE,0,609
SHAVANDA,0,24
SHAVONIA,0,25
SHELANA,0,29
SHERMEKA,0,139
SHERMIKA,0,151
SHETAL,0,6
SHI,80,314
SHIKINA,0,18
SRAH,0,84
SUNDARA,0,11
SYRETA,0,32
TAHISA,0,6
TAIESHA,0,251
TAJAUNA,0,18
TAKELA,0,269
TAKEYSHA,0,123
TAKINA,0,89
TAKIYA,0,1016
TANIQUA,0,605
TAQUISHA,0,307
TASHMA,0,6
TEASHIA,0,43
TENNESHA,0,6
THASHA,0,22
THUY,17,1076
TIEYSHA,0,6
TIFFAY,0,139
TOMECCA,0,12
TOMORRA,0,6
TOMYA,0,25
TOSHEBA,0,34
TRAMEKA,0,131
TRAVINA,0,28
TRINIDY,33,793
TUMIKA,0,11
TURIYA,0,13
TWANISHA,0,54
TWYNETTE,0,6
TYCEE,0,24
TYHISA,0,6
TYHISHA,0,17
TYMISHA,0,51
UNIKA,0,123
WAFA,0,392
WIMBERLY,0,39
YANET,0,2066
YASHEKA,0,87
YOHANA,0,940
ABENI,0,360
ABYGAIL,0,2491
ADEOLA,31,345
AI,11,357
AILEE,0,507
ALANEA,0,108
ALEXAS,0,786
ALEXCIA,0,1499
ALEYA,0,1450
ALGERIA,0,32
ALIETTE,0,5
ALLYSIA,0,609
ALYSEN,0,434
AMAMDA,0,247
AMBUR,0,495
ANDRANETTE,0,10
ANICKA,0,82
ANNALISSA,0,215
ANNITRA,0,49
APACHE,16,10
ARGYRO,0,5
ARNEICE,0,5
ARNESHA,0,304
ARTISHIA,0,10
ASHANTAY,0,35
ASHONDA,0,36
AUTUMNE,0,62
AWN,0,5
BAHIYA,0,15
BILJANA,0,5
BOBBILYNN,0,5
BOLANLE,0,5
BREANN,0,5705
BRECCA,0,30
BREEZE,47,674
BRENDALIZ,0,157
BRIENNA,0,1602
BRITTAN,448,819
BRITTENY,0,1450
BRITTNEE,0,2822
BRITTNIE,0,2301
CALANDRIA,0,100
CALETHA,0,5
CAMAS,0,34
CAMEKA,0,66
CAMRYN,3691,24417
CARTISHA,0,5
CASEE,0,245
CATRESSA,0,5
CAWANDA,0,19
CEARA,0,1507
CECILI,0,26
CHALA,0,139
CHANEE,0,176
CHANIKA,0,233
CHANTIA,0,301
CHANTRA,19,35
CHAUNTELL,0,34
CHEKITA,0,15
CHEMEKA,0,82
CHEMIKA,0,73
CHERRA,0,17
CHERRELLE,0,848
CHIRIGA,0,5
CHISTIE,0,5
CHREE,0,10
CHRISSEY,0,31
CIJI,0,579
CLESHA,0,10
CORTNI,0,818
COWANDA,0,26
CURTRINA,0,22
CYRA,0,585
DANESA,0,29
DANILA,25,127
DANNILLE,0,10
DAVETA,0,10
DAYO,0,5
DEKESHIA,0,10
DEKISHA,0,70
DELMY,0,541
DEMETIA,0,5
DENNAE,0,5
DEONDREA,68,88
DESERAY,0,705
DETRICA,0,5
DEZARAE,0,1393
DIMETRA,0,20
DIXI,0,54
DORICA,0,5
DWAINA,0,5
EBELIA,0,53
EBONE,0,1181
EIMAN,0,91
ELEFTHERIA,0,211
ELEISHA,0,162
ELISANDRA,0,171
ELISHEBA,0,155
ESMERALDO,0,46
ETONYA,0,5
EURICKA,0,5
EVELIS,0,10
FIORELLA,0,1062
FLOWER,0,79
GENESSA,0,417
GITTLE,0,5
GUINNEVERE,0,20
HABIBAH,0,37
HALEE,0,2883
HARIKLIA,0,21
HARMONIE,0,1921
HAYDE,0,213
IJNANYA,0,10
IKEISHA,0,69
INEKE,0,25
IYESHA,0,269
JACILYN,0,381
JADEE,0,298
JANEKA,0,249
JATINA,0,34
JEMICA,0,42
JENESS,0,5
JENNAH,0,2702
JENNIPER,0,5
JESSCIA,0,383
JESSINA,0,128
JEVONNE,0,26
JOLEN,37,10
JONENE,0,5
JOSSELYN,0,2811
JUARIA,0,5
JUDITE,0,5
KAMBERLY,0,5
KAMECIA,0,39
KAMICA,0,70
KARYNA,0,798
KATA,0,53
KATEE,0,637
KATOYA,0,189
KAYSE,23,424
KEANYA,0,15
KELSY,39,3036
KENYIA,0,97
KEOSHA,0,1884
KESHI,0,11
KESIHA,0,5
KESSLER,336,72
KEYIA,0,68
KEYONIA,0,366
KEYVA,0,5
KIASHA,0,175
KIESHIA,0,38
KIMBIE,0,5
KIMEKO,0,20
KINETA,0,60
KIONNA,0,1127
KISHANA,0,89
KITO,155,11
KIYANA,0,1376
KONIKA,0,5
KRYSTY,0,33
KYAN,2908,138
KYIA,0,923
LAGUANDA,0,29
LAKEDA,0,53
LAKEIA,0,519
LAKEYSHIA,0,108
LAKISCHA,0,14
LAKIYA,0,650
LALETA,0,5
LANENA,0,5
LANIQUE,0,266
LAQUANTA,0,333
LAQUEETA,0,15
LARALYN,0,5
LASHOWNA,0,5
LASTACIA,0,79
LATANISHA,0,5
LATARSIA,0,5
LATASSHA,0,5
LATAWN,0,5
LATERA,0,98
LATRACIA,0,16
LATRIA,0,64
LATRYCE,0,11
LAVISHA,0,47
LAWON,5,5
LEILONI,0,367
LEKEESHA,0,21
LEKEITHA,0,18
LESHUNDA,0,15
LETRICA,0,5
LIGEIA,0,5
LINDSIE,0,969
LIZBET,0,1195
LORAINA,0,140
LYTISHA,0,16
MAARI,0,17
MAEGEN,0,875
MAHINA,0,356
MAIKO,28,71
MAILA,0,371
MAIYA,0,3612
MAKESIA,0,5
MAKEVA,0,15
MAKIESHA,0,10
MANICA,0,39
MANJU,0,12
MAREESA,0,75
MARIADELOURDES,0,17
MARKELLE,164,125
MARRANDA,0,71
MARRIAH,0,683
MAYLIN,0,2081
MEIKE,0,20
MEKEISHA,0,12
MELANNI,0,74
MELDOY,0,28
MELITZA,0,96
MIAH,10,7294
MIKIKO,0,5
MINDAY,0,25
MINDEN,0,16
MISTELLE,0,47
MODUPE,0,64
MORISSA,0,196
MYNDEE,0,21
NAKEYSHA,0,118
NAKI,50,5
NAKIAH,0,566
NAKIYA,5,1656
NAMITA,0,135
NASHELLE,0,26
NATHIFA,0,61
NEERA,0,77
NELISSA,0,169
NESHAWN,59,10
NICHET,0,5
NICKELL,0,11
NICKIA,0,260
NIKEITA,0,12
NIKIYA,0,581
NILAM,0,76
NOHEMY,0,351
ODETE,0,5
OLAJUMOKE,0,23
ONYA,0,175
PHARA,0,21
PONDRA,0,5
PORSHIA,0,608
RAMANDEEP,16,87
RASHAUNA,0,190
RASHIMA,0,44
RATONYA,0,10
RAYZA,0,40
REI,246,258
RHIANNON,5,13785
ROMIKA,0,27
ROTISHA,0,5
SADIRA,0,240
SAFFRON,0,521
SAHRA,0,736
SALAMA,0,17
SALANDA,0,5
SALEENA,0,681
SALONDA,0,5
SANAE,0,290
SARAY,0,1964
SARON,138,675
SATYA,143,310
SAWANA,0,10
SELIMA,0,50
SHADOW,476,418
SHAFONDA,0,19
SHAKEMA,0,434
SHAKESHA,0,138
SHALESHA,0,26
SHALIKA,0,109
SHAMMARA,0,56
SHAMMIE,0,5
SHANDIE,0,92
SHANEGUA,0,12
SHANEQUE,0,120
SHANIKQUA,0,189
SHANONA,0,5
SHANTREL,0,42
SHAQUETTA,0,457
SHARAIN,0,53
SHARELLA,0,10
SHARETA,0,71
SHARONICA,0,246
SHASHAWN,0,5
SHATIMA,0,172
SHATONA,0,88
SHATOYA,0,840
SHAUNITA,0,135
SHAWAUNA,0,11
SHAWNIKA,0,158
SHAWNTRELL,8,51
SHAYLYNN,0,2063
SHEKETHA,0,11
SHELESE,0,15
SHELETA,0,42
SHENETA,0,21
SHERILLE,0,11
SHERINDA,0,5
SHERRICKA,0,57
SHIMIKA,0,174
SHRUTI,0,1037
SHUNTIA,0,61
SHURHONDA,0,5
SIBIL,0,5
STARCIA,0,5
SYVIA,0,5
TABIA,0,171
TAKARA,0,1398
TAKELLA,0,5
TAKESIA,0,11
TALIBAH,0,123
TAMAKI,0,35
TAMARIN,0,20
TAMICHA,0,16
TAMIIKA,0,5
TAMIKE,0,43
TANDRIA,0,39
TANIELLE,0,134
TANITH,0,122
TANITRA,0,35
TASNEEM,0,1067
TATIANNA,0,5369
TEGRA,0,24
TEKOAH,0,12
TELLI,0,11
TELSHA,0,5
TEMEEKA,0,5
TEMESHIA,0,38
TEMIKO,0,17
TENICA,0,37
TENISHIA,0,137
TENNISHA,0,44
TIAN,214,148
TIANI,0,663
TIFFY,0,24
TIKESHIA,0,10
TIRIA,0,5
TIRSA,0,127
TOMESHIA,0,76
TOMICIA,0,10
TOMIKIA,0,55
TOMYKA,0,5
TRANDA,0,5
TRANELL,98,40
TREAVA,0,5
TRINITI,0,2476
TRINKET,0,16
TRISTE,0,5
TRITIA,0,79
TUSHA,0,10
TYEASHA,0,208
TYICE,0,5
TYIESHA,0,699
TYLETHA,0,5
TYRINE,0,5
UREKA,0,15
UZOAMAKA,0,40
VERONNICA,0,59
VONTRESSA,0,11
VORONICA,0,10
WAKISHA,0,86
WAKITA,0,23
WILLAMENA,0,15
WYCONDA,0,10
YLENIA,0,22
YOVANNA,0,299
YULISSA,0,3525
ZARIFA,0,24
ZIRA,0,65
SAVALAS,102,0
RISHI,3619,0
TAVARIS,2357,6
RASHARD,2555,0
SHAREEF,1075,0
TELLEY,45,0
RAHMON,63,0
TELLAS,46,0
TYMON,463,0
IHSAN,402,6
JAWORSKI,58,0
TYRIN,1696,11
DAMIEON,194,0
GAVRIEL,1279,5
HIDEKI,27,0
JARRON,1448,0
JOSEMANUEL,1130,0
KOJAK,15,0
MOHAMAD,3013,0
RAFI,483,0
AGRON,133,0
CHASON,1087,0
CHIOKE,86,0
CRISTO,1073,0
DEMTRIUS,60,0
DEWONE,44,0
FUQUAN,224,0
JUMAR,138,0
KALIF,385,0
LAMAN,25,0
MARQUS,924,0
SIRICA,8,0
TAHA,1684,0
TYSEN,1389,10
ZEBADIAH,927,0
AHMID,7,0
ANDRICO,13,0
ANKUR,662,0
BOMANI,116,0
CHRISTOPHEN,28,0
CIMARRON,42,6
CORNELLIUS,144,0
DAIMION,76,0
DAWAUN,219,0
DEITRICK,134,0
DONDRELL,107,0
DONTI,13,0
GEOVANI,1254,0
JACOBE,1188,0
JAIMESON,241,16
JAVAD,57,0
JERMICHAEL,405,0
JOHNHENRY,541,0
JOSHAWA,508,0
JOSHVA,59,0
JUANMANUEL,737,0
LAMOUR,28,0
MALCOLN,7,0
MARKESE,1052,0
MEDRICK,17,0
MONTRE,347,0
PAX,429,23
RODRIQUES,226,0
ROMOND,66,0
SALMAN,1808,0
TAMARCUS,536,0
TAVARUS,950,0
TAVIUS,353,0
TIRON,175,0
VASEAN,16,0
ZACCHAEUS,1507,0
ZAIRE,4626,1280
ZAKI,1033,0
AAMIR,1704,6
AASHISH,132,0
ABDULE,6,0
ADOM,159,0
AJANI,1628,177
ALEXSANDRO,275,0
AMARI,15290,12848
ATILLA,78,0
AYAL,31,0
BARDO,39,0
BARRICK,37,0
CASHAWN,65,0
CHUKWUEMEKA,588,0
DAKARI,1698,107
DAMIR,1388,5
DAMISI,6,0
DAMISO,11,0
DARYLLE,6,0
DEMETRIES,61,0
DIONDRAY,6,0
DONAE,6,197
DRAY,263,0
EFTHIMIOS,21,0
ELEFTERIOS,6,0
ERINE,12,88
FADI,716,0
FALANDO,12,0
FELANDO,6,0
GEOVANNY,2435,0
GERRETT,92,0
HUBERTO,6,0
IVICA,11,0
JANEIRO,6,0
JERAMAINE,12,0
JERIN,535,54
JERMALL,70,0
JERRALL,11,0
JERRICO,188,0
JIBRI,247,0
JIMBOB,6,0
JOSEDEJESUS,648,0
JWYANZA,6,0
KALAN,1100,237
KALEM,743,0
KARLON,57,0
KARRAS,6,0
KASEEN,16,0
KODIE,1200,1043
KORREY,113,0
KWON,34,0
KYLON,1012,0
LACOREY,86,0
LAJOHN,37,0
LAMARCO,104,0
MAGDIEL,441,26
MAKARIOS,71,0
MARJOE,12,0
MARQUESE,1282,0
MARTRELL,483,0
MEHRAN,158,0
MITUL,95,0
MONTEGO,50,0
MONTSHO,6,0
NIDAL,187,0
ODED,6,0
OLANIYAN,6,0
REGENAL,6,0
REHAN,1067,6
RENIER,21,0
RODRICO,60,0
SHADRIC,11,0
SHAFI,52,0
SHERIEF,11,0
SHLOMA,308,0
TAVARAS,132,0
TRAVION,2225,0
TRAVIUS,195,0
TRE,5370,58
TREVELL,617,0
TU,318,109
TYREEK,2076,0
VINEET,247,0
XERXES,164,0
YOUSSEF,2487,0
YUMA,260,69
ZACARY,1131,0
ZAYD,1970,0
ZIAD,790,0
ADANTE,165,0
ADARYL,10,0
ADEDAYO,50,0
ADEWALE,150,0
ALEEM,443,0
ALEJANDO,30,0
AMEEN,1281,0
AMR,801,0
ANDRICK,453,0
ANTHORY,5,0
ANTOAN,55,0
ANTRIONE,5,0
AUNDRAE,26,0
BANYON,5,0
BASILIOS,5,0
BENYAMIN,466,0
BRIDGER,4179,5
CABRAL,5,0
CHADERICK,45,0
CHARLEMAGNE,16,6
CHARLSTON,21,0
CHAZ,9341,160
CHEY,76,72
CHRISPHER,15,0
CHRISTAFER,29,0
CHRYSTOPHER,362,0
CONDREDGE,5,0
CORBAN,3033,6
CORBEN,1369,0
DAIMEON,59,0
DAMIEL,83,0
DAMMION,16,0
DAMYON,178,0
DANAL,10,0
DANIAN,55,0
DARELLE,279,11
DARTANION,125,0
DAUNTE,1477,0
DAVAUGHN,779,0
DEAUNDRE,918,0
DEJOHN,407,0
DELJUAN,28,0
DEMENTRIUS,21,0
DEMERRICK,5,0
DEMETRIK,27,0
DEONTA,2469,36
DETRON,146,0
DEUNDRA,163,102
DEWAND,29,0
DONNAVON,45,0
DONTATE,17,0
DONTEE,94,0
EFRIN,38,0
EROS,990,0
EYAD,776,0
GARYLEE,12,0
GEOGGREY,33,0
GERAUD,16,0
GIOACCHINO,16,0
GOLAN,17,0
HARISH,338,0
JAHMAR,487,0
JALIL,2513,5
JAMARCO,233,0
JAMILE,224,204
JAMOND,523,0
JARELL,2711,0
JARROLD,23,0
JASOM,10,0
JAYJAY,131,0
JEDIAH,602,0
JERMELLE,48,0
JERRAMIE,30,0
JERRAMY,43,0
JERRIMY,17,0
JIBREEL,509,0
JIBRIL,975,0
JOHSUA,266,0
JOSHAUA,208,0
JOSUHA,281,0
JOVANI,5807,109
JUANJOSE,884,0
JUMOKE,15,0
JURI,5,127
JUSTUN,129,0
KAIRI,272,3388
KAJUAN,618,0
KALID,172,0
KALUM,264,0
KANIEL,117,0
KARVIN,10,0
KASON,8579,41
KEALII,206,0
KEATS,62,0
KEDRIN,57,0
KENTARO,331,0
KEWAN,331,0
KEYE,5,0
KIERRE,380,94
KIMATHI,15,0
KIRTAN,145,0
KITWANA,16,0
KUDURA,5,0
LAVARIS,185,0
LAZELL,5,0
LEEDWARD,5,0
LEMARCUS,387,0
LEQUAN,390,5
MACGREGOR,258,0
MALEEK,1638,0
MALEK,1998,6
MANASSEH,381,5
MANRIQUE,50,0
MANWELL,5,0
MARCELLIS,277,0
MARCELLIUS,61,0
MARGUETTE,28,0
MARIUSZ,80,0
MAURISIO,310,0
MAYUR,191,0
MONDRELL,41,0
NAKIO,5,0
NDREW,104,0
NICLAS,80,0
NIKESH,104,0
NILAY,220,5
NIZAM,5,0
OLANREWAJU,70,0
OLATUNJI,10,0
OSEI,204,0
PETRICK,5,0
QUINTONIO,10,0
RAHSHEEN,16,0
RASHAAD,3108,0
RASHE,11,0
RASHENE,5,0
RAYSHONE,5,0
RIZWAN,366,0
ROMONDO,28,0
RONDRICK,78,0
RORIC,5,0
ROSBEL,85,0
ROUDY,21,0
RYEN,1179,854
SALAAM,65,0
SALEH,1143,0
SCOEY,22,0
SHAMEL,992,155
SHANARD,133,0
SHARRIEF,10,0
SHONDRICK,5,0
SHUAIB,212,0
TAJIRI,26,0
TAVARE,38,0
TERAY,17,0
TERRIUS,162,0
THERAL,5,0
TODERICK,26,0
TORENZO,11,0
TORRAY,15,0
TORRON,24,0
TRAMON,311,0
TRAVEN,772,0
TRAYON,394,0
TWAYNE,15,0
TYRESS,146,0
TYRIK,1302,0
TYWAYNE,28,0
UMOJA,5,0
URIA,5,0
UTHMAN,156,0
VANSHON,5,0
WALBERTO,54,0
WEYLAND,43,0
YAMANI,5,43
YASIR,1806,0
YONAH,610,0
YONATAN,2050,0
AZURE,216,1467
TURKESSA,0,280
TENNILLE,15,2172
JOYELLE,0,342
JOYEL,0,130
JOYELL,0,89
RUSSCHELLE,0,24
TANEHA,0,42
REESHEDA,0,23
CERISSA,0,461
KEILANI,5,2080
CHAKAKHAN,0,37
TANEYA,0,367
UNBORN,8,32
MARGAUX,0,2420
TENILLE,0,955
KHALILAH,0,1530
LAKISKA,0,38
MAHOGANY,0,3372
SWANZETTA,0,34
TADZIA,0,17
RASHADA,0,172
NEKEIDRA,0,23
OKIMA,0,27
TANICKA,0,115
AIYSHA,0,148
BARETTA,52,20
CLORISA,0,51
DAMETRIA,0,257
DARETH,0,77
DEONZA,0,14
AKINA,0,437
AZIZI,15,71
JOYL,0,19
LUCHANA,0,35
NIKEA,0,328
ZENDRE,0,35
CHERICA,0,132
JOYAL,0,19
MARKIA,0,1598
RASHETTA,0,24
SHEMEEKA,0,59
ZENDRA,0,20
JECENIA,0,119
KADIE,0,2505
KERIA,0,455
LAKIETA,0,28
MIKIA,0,690
SANGRIA,0,16
SHARITY,0,38
TANEAL,0,127
TANIEKA,0,146
TEKIA,0,377
AMEENAH,0,747
ANH,625,1399
APIRL,0,52
AZUREDEE,0,22
BRANDEIS,0,39
CHARRYSE,0,34
CONCHATA,0,15
EFRAT,0,53
HAVILAH,0,443
KAHEALANI,0,338
KALIMAH,0,169
KENESHA,0,986
LASHOND,0,10
LATORYA,0,532
LETOSHA,0,24
LLESENIA,0,202
LLUVIA,0,2969
MARSELA,0,249
PAYAL,0,673
SHAKEITHA,0,212
SHINIKA,0,167
SINEAD,0,1245
TAKASHA,0,58
TAMETRIA,0,63
TASHAUNA,0,563
TASHENA,0,332
ZALIKA,0,219
AIYANA,0,7733
ALYSSE,0,1391
CHRISHA,0,119
JENARA,0,16
JUBILEE,6,2029
KIMAREE,0,14
KIRSTYN,0,2263
KORYN,0,697
LAKRESHA,0,264
LATWANA,0,42
MANDALYN,0,300
OKEMIA,0,9
PHUONG,282,1033
SHAWNTIA,0,305
SNEHA,0,1369
TAQUANA,0,310
TRASHA,0,29
AIN,0,23
BREEZY,0,554
BROOKLYNN,20,28749
CAMIKA,0,76
CATISHA,0,45
CHAMIKA,0,129
CHANTILLY,0,249
CHELBY,0,499
CHERHONDA,0,8
CHINWE,0,148
COLLYN,754,192
DAINELLE,0,67
DAWNEEN,0,8
DEMICA,0,75
EDIT,0,178
ELBONY,0,189
ELYSHA,26,669
EMMI,0,1317
ERCIA,0,80
HAVALA,0,14
JOVANA,0,1873
KEONIA,0,301
KERISSA,0,491
KIRRA,0,2214
KYANNE,0,301
LAKASHIA,0,95
LAKEMA,0,36
LAKEYTA,0,97
LAKISH,0,38
LATRESS,0,19
MAIYSHA,0,22
MICHELLY,0,13
NICLE,0,87
NUVIA,0,1021
PENDA,0,70
QUIANNA,0,876
REKISHA,0,66
ROKISHA,0,41
SAMEKA,0,128
SHAMECCA,0,245
SHAMIEKA,0,227
SHASHONA,0,25
SHATASHA,0,174
SHEKINA,0,176
SHEMA,0,35
SHEYNA,0,196
SPIRIT,5,593
TANEIA,0,126
TANYELL,0,48
TARANA,0,31
TIMIKIA,0,32
TYKESHA,0,214
XAVERIA,0,14
ZULEYKA,0,1214
ANEISHA,0,589
ANKA,0,7
ASHANDA,0,23
AVANI,17,2244
AZUR,0,13
AZURDEE,0,12
BENICIA,0,119
BETHIA,0,22
CHARLI,119,5704
CHYANNE,5,2811
DAKITA,0,24
DAMITRA,0,40
DASHANA,0,198
FRADEL,0,378
HOLY,5,82
HONIE,0,7
JABINA,0,7
JAMEICA,0,74
JANERA,0,56
JESSICAH,0,295
JOANNY,5,164
KEAH,0,138
KEYISHA,0,13
KIFFANY,0,122
LAKEDRA,0,240
LAKEICHA,0,26
LASHINA,0,56
LATEEFA,0,115
LEKISA,0,7
LENINA,0,15
MAGHAN,0,496
MANDOLYN,0,58
MARQUIA,0,459
MATTEA,0,1595
MEAGON,0,240
MYAH,6,8160
NAJLA,0,559
NARIA,0,243
NEIKA,0,51
NGUYEN,437,117
PREMA,0,48
PUJA,0,818
RAIZA,0,323
RANIKA,0,143
RASHIKA,0,135
RAYNI,0,109
SAPPHIRA,0,477
SHABANA,0,159
SHAKEETA,0,147
SHAKEISHA,0,197
SHAKEYA,0,718
SHALEENA,0,217
SHANEIKA,0,549
SHANETA,0,80
SHANTERA,0,84
SHAREMA,0,12
SHELISHA,0,66
SHIVANI,0,2604
SUPRIYA,0,333
SYBILL,0,7
TAMITRA,0,37
TAMKIO,0,12
TANYKA,0,29
TARYNN,0,512
TAVARA,0,39
TAYANA,0,731
TEMIKIA,0,7
TERRIKA,0,570
THU,5,810
TILESHA,0,17
TOBIANN,0,7
TOMEAKA,0,15
TRINICE,0,36
TRINISHA,0,84
TURKESHA,0,21
TYFFANY,0,207
YARITZA,5,6836
ADRIENA,0,135
AIMY,0,234
ALEXSIS,190,1258
ALSHA,0,106
ALTOVESE,0,6
AMBERLYN,0,1471
AMEKIA,0,6
AMME,0,49
AMYANN,0,12
ANIELLE,0,55
ANITRICE,0,11
APRELL,0,19
APRYLL,0,71
ARTURA,0,6
ASHIKA,0,227
ATANYA,0,6
AURALEE,0,12
AVIANCE,0,461
AZUREE,0,105
BATRICE,0,6
BICH,0,142
BRANDINA,0,6
BRANWEN,0,37
BREEANN,0,1355
BRITANI,0,1363
CAMICA,0,11
CAPRICA,0,27
CARESA,0,42
CARILYNN,0,12
CARLESHA,0,190
CELICA,0,183
CERELIA,0,11
CHANEA,0,58
CHANELE,0,167
CHANTRICE,0,71
CHASTY,0,92
CHAUNTA,0,82
CHEREA,0,17
CHIA,69,214
CHRITINA,0,48
CLAIRISSA,0,487
CLANCEY,71,23
COURTNY,5,500
CURA,0,11
DAFFANY,0,46
DANETRA,0,55
DEMETHRA,0,12
DIONZA,0,11
DISHA,0,638
EBONYE,0,106
ELISAVET,0,51
EMMANUELLE,267,1064
ERENDIDA,0,223
FRANCHESSKA,0,18
GLORYVEE,0,6
HEATHRE,0,6
JACEE,35,1445
JAJUANA,0,23
JAMINA,0,161
JASMYN,0,5694
JENILYN,0,136
JENNEIFER,0,13
JESSALYNN,0,816
JUANISHA,0,174
KADESHA,0,417
KADI,0,899
KALIMA,0,130
KALONDA,0,16
KAMEO,5,116
KANDREA,0,25
KANISA,0,6
KARALINE,0,600
KASINDA,0,30
KASSIDY,319,17695
KEERA,0,745
KELCI,0,2326
KELSHA,0,139
KEME,0,6
KEMISHA,0,168
KENYELL,7,22
KESSIE,0,67
KEYANNA,0,3256
KIANDRA,0,944
KIAWANA,0,18
KIMBERLINA,0,19
KIRSHA,0,47
LACHINA,0,105
LAKEA,0,182
LAKESSA,0,29
LAKICHA,0,11
LAKICIA,0,21
LAKIMA,0,61
LANEICE,0,82
LASHAUNDRIA,0,17
LASHUNDRIA,0,24
LATIYA,0,165
LEINANI,0,67
LEKEYA,0,86
LESSETTE,0,11
LEZANNE,0,6
LIEN,6,505
LIMOR,0,28
LINDSI,0,776
LINH,213,1397
LUCHINA,0,13
LUKESHIA,0,11
MANDRIA,0,19
MARIPOSA,0,207
MATIKA,0,95
MESHAUN,0,6
MONIQUIE,0,11
MYKEL,2796,675
MYSTIC,0,340
NAKISA,0,26
NAYO,0,16
NENETTE,0,6
NIKASHA,0,6
NYKISHA,0,40
QUINA,0,68
RAKISHA,0,173
RALENA,0,17
RAMIKA,0,35
RASHAWNA,0,349
REIA,0,103
RENEKA,0,142
RUSHELLE,0,44
RUSTINA,0,22
SAKENA,0,47
SAMETRA,0,47
SAUSHA,0,150
SEQUANA,0,49
SHADANA,0,109
SHAKELIA,0,218
SHAKILA,0,536
SHALECE,0,79
SHALINE,0,11
SHAMONICA,0,297
SHANDALYN,0,49
SHANEEQUA,0,170
SHANEKIA,0,283
SHANENA,0,79
SHANISHA,0,354
SHAQUAN,2011,536
SHAQUANNA,0,873
SHAQUITTA,0,238
SHARITTA,0,54
SHEMICKA,0,74
SHENE,0,92
SHERLENA,0,6
SHEYANNE,0,733
SHIANN,0,1965
SURA,0,262
TAKECIA,0,19
TAKEILA,0,63
TAKILA,0,203
TAMEESHA,0,23
TAMICIA,0,45
TAMIYA,0,1656
TANYEA,0,6
TAVITA,127,34
TAVONNA,0,111
TAWAUNA,0,6
TEMAKA,0,31
TENEA,0,168
TENEHA,0,6
TERAN,355,185
TERRICKA,0,210
TERRITA,0,25
THAO,192,1035
THESHA,0,6
TIEASHA,0,118
TIFFNAY,0,71
TIMEKIA,0,19
TITILAYO,0,101
TOYCE,0,6
TRANG,8,955
TRISHAWN,10,12
TYONNA,0,1222
WAKESHA,0,11
YAMEL,26,153
YAMILA,0,684
YANETH,0,835
YASHIMA,0,6
ZAKIYYAH,0,1152
ADREANNA,0,1525
ADRIEANNE,0,16
AILYN,0,3011
AKELA,5,551
AKEYA,0,212
ALANYA,0,143
ALEGRIA,0,187
ALEINA,0,524
ALEKA,0,211
ALIAH,0,3936
ALLYCIA,0,348
ALONDREA,0,11
ALTONYA,0,5
ALTOUISE,0,17
ALTRICE,0,5
AMABEL,0,120
AMANADA,0,369
AMANOA,0,28
AMEISHA,0,72
AMELINDA,0,40
ANDAIYE,0,5
ANGALINA,0,181
ANGELLICA,0,396
ANNIQUE,0,40
AREECIA,0,5
ARIL,0,10
ARWA,0,732
ASALIA,0,31
ASIYA,0,1270
ASZURE,0,5
ATARAH,0,272
AUSHA,0,238
AYDEE,0,171
AYESHIA,0,114
AYNSLEY,0,389
AZURA,0,386
BAHATI,0,16
BASHEBA,0,24
BEENA,0,90
BIONCA,0,716
BLESSING,191,2255
BRANDISE,0,15
BRANDYANN,0,5
BRANDYCE,0,100
BREAH,0,843
BREIA,0,392
BRIGHID,0,487
CACY,0,52
CALISHA,0,240
CANDASE,0,30
CARINNA,0,168
CARIS,0,929
CARLEIGH,0,5102
CATIA,0,295
CELECIA,0,49
CELINEZ,0,5
CHA,253,37
CHABLIS,0,126
CHAFFEE,5,5
CHAKKA,0,10
CHALET,0,70
CHAMEKA,0,193
CHANAH,0,184
CHANIQUA,0,198
CHANNAH,0,192
CHANTEY,0,47
CHAREESE,0,105
CHARHONDA,0,5
CHARMISA,0,5
CHASITIE,0,274
CHASTINA,0,26
CHAU,107,371
CHAWNA,0,5
CHEKETA,0,11
CHENDA,0,23
CHENEL,0,83
CHEREKA,0,37
CHERRONDA,0,5
CHEVI,0,80
CISELY,0,5
CLORISE,0,5
COLISHA,0,63
CORTNEE,0,617
CORYNN,0,701
COYA,0,18
DAILYN,251,857
DAKIA,0,102
DAMARIE,99,44
DANAKA,0,139
DANYALLE,0,25
DARNESHIA,0,171
DATRIL,6,5
DAVADA,0,5
DEAUNA,0,84
DEEYA,0,186
DEMARA,0,128
DEMETRIAL,0,5
DEMETRISH,0,5
DENISIA,0,184
DENYA,0,124
DEVIKA,0,516
DIANARA,0,72
DOMICA,0,5
DONNIKA,0,80
DONNISHA,0,445
DORAE,0,5
DRISANA,0,63
